,Ti,Fe,Zr,Nb,Sn,Ta,Mo,Al,V,Cr,Cu,Hf,Mn,W,Ni,Sc,Si
144,0.9294,0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0552,0.0,0.0,0.0,0.0
145,0.9243,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0,0.0,0.0,0.0,0.0554,0.0,0.0,0.0,0.0
146,0.8296,0.0,0.0837,0.0,0.0,0.0,0.0,0.0377,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.7474000000000001,0.0,0.020300000000000002,0.22540000000000002,0.0,0.006900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.7305,0.0,0.0449,0.2109,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.9363,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.906,0.0,0.0286,0.0,0.0,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.7828,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0.7665000000000001,0.0,0.0,0.22110000000000002,0.012400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,0.7495,0.0,0.0,0.2253,0.0252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.732,0.0,0.0,0.2295,0.0385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.9144,0.0,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.9335,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0
157,0.9344,0.0002,0.0,0.0,0.0,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.7842215778422158,0.0,0.025197480251974803,0.1518848115188481,0.038696130386961305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.46085391460853914,0.0006999300069993001,0.29167083291670837,0.0,0.0,0.0,0.0,0.0,0.24307569243075694,0.0,0.0,0.0,0.0,0.0,0.0036996300369963007,0.0,0.0
160,0.7883,0.0,0.0243,0.15,0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.7823,0.0,0.0257,0.1522,0.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.7818781878187818,0.0,0.025902590259025898,0.1528152815281528,0.0394039403940394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.7861,0.0,0.024,0.1504,0.0395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.8534,0.0,0.0,0.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.8426,0.0,0.0,0.1497,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.8313,0.0,0.0,0.153,0.0,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.8195,0.0,0.0,0.1564,0.0,0.0241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.8191,0.0,0.0,0.1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.8072807280728073,0.0,0.0,0.1848184818481848,0.0,0.007900790079007902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,0.7948,0.0,0.0,0.189,0.0,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,0.7818,0.0,0.0,0.1934,0.0,0.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,0.7828,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.7698,0.0,0.0,0.2221,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,0.7561,0.0,0.0,0.2272,0.0,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.7418,0.0,0.0,0.2326,0.0,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.517048295170483,0.0,0.29077092290770923,0.17758224177582244,0.0,0.0,0.014598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.51,0.0,0.2946,0.1785,0.0,0.0,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0
178,0.7872787278727873,0.0,0.0,0.18721872187218722,0.0195019501950195,0.0,0.006000600060006001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.6777,0.0,0.0479,0.235,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222
180,0.6733000000000001,0.022600000000000002,0.04850000000000001,0.23810000000000003,0.0,0.017500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.6755675567556756,0.0112011201120112,0.0482048204820482,0.2365236523652365,0.0,0.0173017301730173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112011201120112
182,0.6636000000000001,0.022500000000000003,0.04830000000000001,0.23700000000000002,0.0,0.017400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011200000000000002
183,0.6658334166583341,0.011198880111988798,0.047995200479952,0.23537646235376458,0.0,0.0172982701729827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022297770222977697
184,0.7828,0.0,0.0,0.2172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.78,0.0,0.0,0.2169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031
186,0.7763,0.0,0.0,0.2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072
187,0.7726000000000001,0.0,0.0,0.21620000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011200000000000002
188,0.9259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,0.9072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,0.8932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.8791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.8602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.8129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.9363,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.7274,0.0,0.0346,0.2027,0.0,0.0353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.7413,0.0,0.0323,0.1986,0.0,0.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,0.911,0.010000000000000002,0.0,0.0,0.033,0.0,0.046000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.19,0.0,0.21,0.19,0.0,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.8213,0.0,0.0396,0.059300000000000005,0.0,0.0,0.07980000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.8411,0.0,0.0297,0.049400000000000006,0.0,0.0,0.07980000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.8404,0.0,0.050199999999999995,0.0296,0.0,0.0,0.07980000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.78,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,0.77,0.0,0.0,0.22,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.77,0.0,0.01,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.77,0.0,0.0,0.22,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.77,0.0,0.0,0.22,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,0.77,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
208,0.77,0.01,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.76,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,0.74,0.0,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.72,0.0,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.743,0.0,0.02,0.23,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,0.743,0.0,0.02,0.23,0.0,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.7,0.0,0.06,0.09,0.0,0.12,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.8917,0.0175,0.0,0.0,0.0,0.0,0.0481,0.042699999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,0.9311,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.0565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.9216000000000001,0.0,0.0,0.0,0.012400000000000001,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.9121,0.0,0.0,0.0,0.012400000000000001,0.0,0.0,0.0,0.0,0.07550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,0.9026000000000001,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,0.935,0.0,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.935,0.0,0.0,0.0,0.0,0.0,0.0363,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,0.9268000000000001,0.0088,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.028399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,0.9268000000000001,0.0088,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0,0.028399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,0.7193,0.0097,0.05,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.9361,0.0002,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,0.5044,0.0,0.1434,0.0,0.0,0.2057,0.0,0.0,0.0,0.0,0.0,0.1465,0.0,0.0,0.0,0.0,0.0
227,0.5376,0.0,0.1255,0.0,0.0,0.2163,0.0,0.0,0.0,0.0,0.0,0.1206,0.0,0.0,0.0,0.0,0.0
228,0.5463453654634536,0.0,0.1077892210778922,0.0,0.0,0.2444755524447555,0.0,0.0,0.0,0.0,0.0,0.10138986101389862,0.0,0.0,0.0,0.0,0.0
229,0.8406159384061594,0.016098390160983904,0.0,0.0,0.0,0.0,0.0,0.05249475052494751,0.09079092090790922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.9335,0.0,0.0,0.0,0.0,0.0,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0
231,0.9362999999999999,0.0,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.9619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0
233,0.9619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0
234,0.9456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054400000000000004,0.0,0.0,0.0,0.0,0.0,0.0
235,0.9456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054400000000000004,0.0,0.0,0.0,0.0,0.0,0.0
236,0.8826999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0
237,0.8826999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.0,0.0,0.0,0.0,0.0,0.0
238,0.917,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.9072277227722773,0.010594059405940597,0.0,0.0,0.0,0.0,0.0821782178217822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.808182864002401,0.0007002450857800231,0.0,0.0,0.0,0.0,0.02350822787975792,0.06982443855349374,0.04521582553893863,0.05251838143350173,0.0,0.0,0.0,0.0,0.0,0.0,5.001750612714451e-05
241,0.7045,0.0,0.0344,0.21420000000000003,0.0,0.046900000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,0.8384,0.0,0.0151,0.1404,0.0060999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.8064000000000001,0.0,0.017400000000000002,0.14930000000000002,0.009100000000000002,0.0,0.017800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.784,0.0,0.0197,0.1533,0.0098,0.0,0.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.9185000000000001,0.027100000000000003,0.0,0.05440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,0.8883999999999999,0.027899999999999998,0.0,0.08369999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,0.8567,0.0286,0.0,0.11470000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.8233,0.0294,0.0,0.14730000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,0.9521952195219522,0.0089008900890089,0.0,0.0,0.0,0.0,0.03890389038903891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.9340999999999999,0.0268,0.0,0.0,0.0,0.0,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,0.9159084091590841,0.04489551044895511,0.0,0.0,0.0,0.0,0.039196080391960805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.8976999999999999,0.063,0.0,0.0,0.0,0.0,0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.9038096190380962,0.0730926907309269,9.99900009999e-05,0.0,0.0,0.022997700229977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.8841000000000001,0.07360000000000001,0.019100000000000002,0.0,0.0,0.023200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.8535146485351466,0.09579042095790422,0.020797920207979204,0.0,0.0,0.029897010298970107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.7831783178317833,0.020002000200020003,0.0,0.15341534153415343,0.0138013801380138,0.0,0.029602960296029605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.783978397839784,0.020302030203020297,0.0,0.1526152615261526,0.013901390139013899,0.0,0.0292029202920292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.7837999999999999,0.0204,0.0,0.1537,0.013500000000000002,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.864986498649865,0.0,0.0,0.0,0.0,0.0,0.07890789078907891,0.05610561056105611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,0.8647135286471352,0.0,0.0226977302269773,0.10568943105689431,0.0,0.0,0.0068993100689931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,0.9186,0.0,0.0,0.0167,0.0,0.0,0.0647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.6934,0.0,0.049800000000000004,0.2397,0.0,0.0171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.6941,0.0,0.050600000000000006,0.23570000000000005,0.0,0.019600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.6958304169583043,0.0,0.04919508049195081,0.23537646235376464,0.0,0.019598040195980403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0.7787,0.0,0.18899999999999995,0.0,0.0,0.0,0.032299999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.7715,0.0,0.18979999999999997,0.0,0.0,0.0,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,0.7643000000000001,0.0,0.1929,0.0,0.0,0.0,0.042800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,0.74,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,0.72,0.0,0.0,0.26,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,0.7,0.0,0.0,0.26,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.68,0.0,0.0,0.26,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.66,0.0,0.0,0.26,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.251,0.0,0.0,0.23800000000000002,0.0,0.0,0.0,0.266,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
275,0.19699999999999998,0.0,0.21230000000000002,0.1893,0.0,0.1968,0.0,0.0,0.0,0.0,0.0,0.2046,0.0,0.0,0.0,0.0,0.0
276,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.79,0.2,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.77,0.2,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,0.75,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,0.84,0.1,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.82,0.12,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.8,0.14,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
