,id,eid,formula,R1,R2,R3,F1,F2,F3,P0,P1,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition,beta
0,1,Ti-23Nb-10Zr-2.0Fe,Ti0.7791Fe0.0234Zr0.0617Nb0.1358,1,10.1007/s10853-021-06002-0,salvador2021,1,0,0,1860.0,90.0,79.0,1.0,782.0,62.0,,,10.0,1.0,252.0,8.0,12.88,meta,Ti-beta,,,ST-WQ,"Young modulus obtained via tensile tests (Table 3). Grain size not reported, estimated from Fig. 9. ",Ti0.7791 Fe0.0234 Zr0.0617 Nb0.1358,1
1,2,Ti-27Nb-10Zr-1.5Fe,Ti0.7575Fe0.0156Zr0.0637Nb0.1632,1,10.1007/s10853-021-06002-0,salvador2021,1,1,0,1400.0,60.0,78.0,3.0,735.0,94.0,,,9.0,1.0,229.0,2.0,11.65,meta,Ti-beta,,,ST-WQ,"Young modulus obtained via tensile tests (Table 3). Grain size not reported, estimated from Fig. 9. ",Ti0.7575 Fe0.0156 Zr0.0637 Nb0.1632,1
2,3,Ti-31Nb-10Zr-1.0Fe,Ti0.7298Fe0.0138Zr0.0664Nb0.1899,1,10.1007/s10853-021-06002-0,salvador2021,1,0,0,1310.0,60.0,77.0,2.0,672.0,99.0,,,15.0,6.0,218.0,5.0,12.08,meta,Ti-beta,,,ST-WQ,"Young modulus obtained via tensile tests (Table 3). Grain size not reported, estimated from Fig. 9. ",Ti0.7298 Fe0.0138 Zr0.0664 Nb0.1899,1
3,4,Ti-11Nb-7Zr-3.5Fe,Ti0.8622Fe0.0349Zr0.041Nb0.0618,2,10.1016/j.matdes.2018.10.040,dalbo2018,1,1,0,1640.0,100.0,90.0,2.0,1011.0,17.0,,,4.0,1.0,358.0,3.0,13.78,meta,Ti-beta,Ti-omega,,ST-WQ,Young modulus obtained via tensile tests (Table 3),Ti0.8622 Fe0.0349 Zr0.041 Nb0.0618,1
4,5,Ti-19Nb-6Sn-2.5Fe,Ti0.8376Fe0.0256Nb0.11Sn0.0268,2,10.1016/j.matdes.2018.10.040,dalbo2018,1,1,0,1280.0,70.0,71.0,2.0,765.0,10.0,,,31.0,5.0,260.0,9.0,12.76,meta,Ti-beta,Ti-omega,,ST-WQ,Young modulus obtained via tensile tests (Table 3),Ti0.8376 Fe0.0256 Nb0.11 Sn0.0268,1
5,6,Ti-19Nb-10Zr-2.5Fe,Ti0.7974Fe0.027Zr0.0619Nb0.1137,2,10.1016/j.matdes.2018.10.040,dalbo2018,1,1,0,1570.0,70.0,69.0,1.0,1027.0,33.0,,,8.0,2.0,267.0,3.0,13.12,meta,Ti-beta,Ti-omega,,ST-WQ,Young modulus obtained via tensile tests (Table 3),Ti0.7974 Fe0.027 Zr0.0619 Nb0.1137,1
6,7,Ti-31Nb-1.0Fe,Ti0.8085Fe0.011Nb0.1805,3,10.1016/j.jmbbm.2016.09.024,salvador2017,1,1,0,1400.0,,81.0,3.0,477.0,79.0,,,-32.0,,230.0,11.0,11.55,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported. Young modulus obtained via pulse-echo ultrasonic testing. Yield strength obtained via compression tests.,Ti0.8085 Fe0.011 Nb0.1805,1
7,8,Ti-27Nb-1.5Fe,Ti0.8254Fe0.0162Nb0.1584,3,10.1016/j.jmbbm.2016.09.024,salvador2017,1,1,0,1300.0,,94.0,2.0,496.0,31.0,,,-33.0,,277.0,16.0,12.23,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported. Young modulus obtained via pulse-echo ultrasonic testing. Yield strength obtained via compression tests.,Ti0.8254 Fe0.0162 Nb0.1584,1
8,9,Ti-23Nb-2.0Fe,Ti0.8458Fe0.0217Nb0.1325,3,10.1016/j.jmbbm.2016.09.024,salvador2017,1,1,0,1300.0,,95.0,5.0,604.0,55.0,,,-34.0,,314.0,6.0,12.89,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported. Young modulus obtained via pulse-echo ultrasonic testing. Yield strength obtained via compression tests.,Ti0.8458 Fe0.0217 Nb0.1325,1
9,10,Ti-19Nb-2.5Fe,Ti0.8707Fe0.0254Nb0.1039,3,10.1016/j.jmbbm.2016.09.024,salvador2017,1,1,0,1600.0,,90.0,3.0,672.0,77.0,,,-32.0,,334.0,4.0,12.92,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported. Young modulus obtained via pulse-echo ultrasonic testing. Yield strength obtained via compression tests.,Ti0.8707 Fe0.0254 Nb0.1039,1
10,11,Ti-15Nb-3.0Fe,Ti0.8895Fe0.028Nb0.0825,3,10.1016/j.jmbbm.2016.09.024,salvador2017,1,1,0,1700.0,,94.0,3.0,695.0,40.0,,,-50.0,,362.0,3.0,12.9,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported. Deformation is higher than > 40 (no fracture) and cannot be determined. Young modulus obtained via pulse-echo ultrasonic testing. Yield strength obtained via compression tests. Sample with no apparent fracture in compression - assumed deformation of -50%.,Ti0.8895 Fe0.028 Nb0.0825,1
11,12,Ti-11Nb-3.5Fe,Ti0.9063Fe0.0335Nb0.0602,3,10.1016/j.jmbbm.2016.09.024,salvador2017,1,1,0,1800.0,,97.0,1.0,715.0,44.0,,,-50.0,,382.0,3.0,13.75,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported. Deformation is higher than > 40 (no fracture) and cannot be determined. Young modulus obtained via pulse-echo ultrasonic testing. Yield strength obtained via compression tests. Sample with no apparent fracture in compression - assumed deformation of -50%.,Ti0.9063 Fe0.0335 Nb0.0602,1
12,13,Ti-30Nb,Ti0.8184Nb0.1816,4,10.1007/s11661-016-3411-0,lopes2016,1,1,0,1100.0,350.0,79.0,4.0,348.0,17.0,601.0,15.0,28.5,2.6,202.0,4.0,8.43,near,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported - estimated from Fig. 10. Young modulus obtained via pulse-echo ultrasonic testing. Mechanical properties extracted from Fig. 18.,Ti0.8184 Nb0.1816,1
13,14,Ti-30Nb-1Fe,Ti0.8063Fe0.0111Nb0.1826,4,10.1007/s11661-016-3411-0,lopes2016,1,1,0,1700.0,350.0,79.0,4.0,606.0,14.0,633.0,22.0,17.3,2.1,284.0,9.0,11.66,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported - estimated from Fig. 10. Young modulus obtained via pulse-echo ultrasonic testing. Mechanical properties extracted from Fig. 18.,Ti0.8063 Fe0.0111 Nb0.1826,1
14,15,Ti-30Nb-3Fe,Ti0.7912Fe0.0292Nb0.1796,4,10.1007/s11661-016-3411-0,lopes2016,1,1,0,1200.0,350.0,78.0,4.0,625.0,12.0,656.0,13.0,19.0,0.7,255.0,6.0,16.73,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported - estimated from Fig. 10. Young modulus obtained via pulse-echo ultrasonic testing. Mechanical properties extracted from Fig. 18.,Ti0.7912 Fe0.0292 Nb0.1796,1
15,16,Ti-30Nb-5Fe,Ti0.7719Fe0.0514Nb0.1768,4,10.1007/s11661-016-3411-0,lopes2016,1,1,0,1500.0,350.0,79.0,4.0,629.0,15.0,689.0,6.0,16.6,0.7,246.0,6.0,22.98,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size not reported - estimated from Fig. 10. Young modulus obtained via pulse-echo ultrasonic testing. Mechanical properties extracted from Fig. 18.,Ti0.7719 Fe0.0514 Nb0.1768,1
16,17,Ti-12Nb-5Fe,Ti0.889Fe0.0414Nb0.0696,5,10.1016/j.actbio.2015.12.010,biesiekierski2016,0,0,0,,140.0,90.0,20.0,740.0,20.0,,,-42.0,0.0,293.0,6.0,16.59,meta,Ti-beta,,,ST-WQ,Small rods with a height of 10.00 mm and 5.00 mm diameter for mechanical testing (compression),Ti0.889 Fe0.0414 Nb0.0696,1
17,18,Ti-7Ta-4Fe,Ti0.9464Fe0.0328Ta0.0208,5,10.1016/j.actbio.2015.12.010,biesiekierski2016,0,0,0,,140.0,110.0,10.0,1250.0,40.0,,,-7.0,1.0,430.0,10.0,12.06,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,Small rods with a height of 10.00 mm and 5.00 mm diameter for mechanical testing (compression),Ti0.9464 Fe0.0328 Ta0.0208,0
18,19,Ti-10Ta-4Fe,Ti0.9382Fe0.0343Ta0.0275,5,10.1016/j.actbio.2015.12.010,biesiekierski2016,0,0,0,,140.0,121.0,2.0,1360.0,20.0,,,-14.0,4.0,410.0,10.0,12.84,meta,Ti-beta,Ti-omega,,ST-WQ,Small rods with a height of 10.00 mm and 5.00 mm diameter for mechanical testing (compression),Ti0.9382 Fe0.0343 Ta0.0275,1
19,20,Ti-13Mo-6Sn,Ti0.8984Mo0.0724Sn0.0292,6,10.1016/j.msea.2019.138190,mello2019,1,0,0,2100.0,,66.0,4.0,650.0,18.0,,,12.0,2.0,314.0,10.0,13.0,meta,Ti-beta,,,ST-WQ,Grain size not reported. ,Ti0.8984 Mo0.0724 Sn0.0292,1
20,21,Ti-9Mo,Ti0.9535Mo0.0465,7,10.1016/j.matchar.2015.10.005,mello2015,1,1,0,1700.0,,91.0,3.0,537.0,11.0,852.0,22.0,22.0,4.0,350.0,9.0,8.9,near,Ti-beta,Ti-omega,,ST-WQ,Grain size not reported. ,Ti0.9535 Mo0.0465,1
21,22,Ti-9Mo-1.5Sn,Ti0.9436Mo0.0487Sn0.0077,7,10.1016/j.matchar.2015.10.005,mello2015,1,1,0,1600.0,,89.0,2.0,511.0,16.0,847.0,29.0,18.0,3.0,312.0,5.0,9.21,near,Ti-beta,Ti-omega,,ST-WQ,Grain size not reported. ,Ti0.9436 Mo0.0487 Sn0.0077,1
22,23,Ti-9Mo-6Sn,Ti0.9241Mo0.0473Sn0.0286,7,10.1016/j.matchar.2015.10.005,mello2015,1,1,0,1700.0,,78.0,2.0,441.0,57.0,803.0,37.0,16.0,1.0,271.0,5.0,8.7,near,Ti-beta,Ti-omega,,ST-WQ,Grain size not reported. ,Ti0.9241 Mo0.0473 Sn0.0286,1
23,24,Ti-25Zr-24Nb,Ti0.5723Zr0.1831Nb0.2445,8,10.1016/j.actbio.2015.03.023,ozan2015,0,0,0,,300.0,62.0,3.6,810.0,48.0,,,14.8,1.6,241.3,,9.52,near,Ti-beta,,,As-cast,Grain size estimated from Figure 2. Mechanical properties from tensile testing.,Ti0.5723 Zr0.1831 Nb0.2445,1
24,25,Ti-32Zr-30Nb,Ti0.5409Zr0.239Nb0.22,8,10.1016/j.actbio.2015.03.023,ozan2015,0,0,0,,300.0,65.0,4.2,782.0,18.8,,,13.0,1.8,244.4,,8.4,near,Ti-beta,,,As-cast,Grain size estimated from Figure 2. Mechanical properties from tensile testing.,Ti0.5409 Zr0.239 Nb0.22,1
25,26,Ti-35Zr-28Nb,Ti0.5259Zr0.2669Nb0.2073,8,10.1016/j.actbio.2015.03.023,ozan2015,0,0,0,,300.0,64.0,4.5,729.0,26.3,,,11.3,1.5,244.0,,7.84,near,Ti-beta,,,As-cast,Grain size estimated from Figure 2. Mechanical properties from tensile testing.,Ti0.5259 Zr0.2669 Nb0.2073,1
26,27,Ti-41Zr-25Nb,Ti0.5027Zr0.3112Nb0.1862,8,10.1016/j.actbio.2015.03.023,ozan2015,0,0,0,,300.0,63.0,4.2,682.0,49.5,,,9.9,1.1,235.6,,6.94,near,Ti-beta,,,As-cast,Grain size estimated from Figure 2. Mechanical properties from tensile testing.,Ti0.5027 Zr0.3112 Nb0.1862,1
27,28,Ti-13Nb-13Zr,Ti0.8416Zr0.0792Nb0.0792,9,10.1016/j.jmbbm.2011.03.023,majumdar2011,1,0,0,1200.0,,66.0,1.2,501.0,23.0,,,20.3,2.6,220.0,5.0,3.75,rich,Ti-beta,Ti-alpha-dp,,ST-WQ,Deformation and ST at 800 deg C followed by WQ (Figure 10a). Mechanical properties from tensile tests.  ,Ti0.8416 Zr0.0792 Nb0.0792,1
28,29,Ti-28Nb-13Zr-0.5Fe,Ti0.7236Fe0.0057Zr0.0868Nb0.1839,10,10.1016/j.msea.2009.08.057,cui2009,1,1,0,1100.0,100.0,58.0,,780.0,,,,13.0,,,,9.52,near,Ti-beta,Ti-alpha-dp,,ST-WQ,"Average grain size from the text in section 3. Cylindrical specimens gauge diameter of 5 mm, length 25 mm.",Ti0.7236 Fe0.0057 Zr0.0868 Nb0.1839,1
29,30,Ti-19Nb-10Zr-1Fe,Ti0.8142Fe0.01Zr0.116Nb0.0599,11,10.1016/j.msec.2015.02.004,xue2015,0,1,1,,0.5,59.0,,553.0,,723.0,,25.0,,,,5.71,near,Ti-beta,Ti-omega,,ST-WQ,Real composition not reported.  ST at 600 deg C for 5 min (which might be below beta-transus) after cold-rolling with a reduction of 75% in thickness.,Ti0.8142 Fe0.01 Zr0.116 Nb0.0599,1
30,31,Ti-32Nb-6Zr-1.5Fe,Ti0.7448Fe0.0147Zr0.04Nb0.2004,12,10.1007/s12613-017-1477-3,nocivin2017,1,0,0,1600.0,50.0,62.0,,1038.0,,1083.0,,9.0,,218.0,6.0,12.93,meta,Ti-beta,,,ST-WQ,"Sample P4, recrystallization at 800 deg C followed by WQ.",Ti0.7448 Fe0.0147 Zr0.04 Nb0.2004,1
31,32,Ti-32Nb-2Sn,Ti0.7924Nb0.1979Sn0.0097,13,10.1016/j.matdes.2017.04.014,bahl2017,0,1,0,,100.0,60.0,2.0,665.0,25.0,,,32.0,2.0,260.0,10.0,8.96,near,Ti-beta,,,ST-WQ,Real composition not reported. Grain size estimated from Figure 1. ,Ti0.7924 Nb0.1979 Sn0.0097,1
32,33,Ti-38Ta-22Zr-8Nb,Ti0.5501Zr0.2009Nb0.0726Ta0.1764,14,10.1016/j.jmbbm.2017.07.011,ozan2017,0,1,0,,250.0,73.0,4.0,1107.0,145.0,,,0.0,,365.0,3.0,10.69,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size from Figure 1. Number of specimens tested not reported. Plastic deformation tends to 0 in tensile tests. ,Ti0.5501 Zr0.2009 Nb0.0726 Ta0.1764,1
33,34,Ti-39Ta-25Zr-5Nb,Ti0.5448Zr0.2298Nb0.0451Ta0.1803,14,10.1016/j.jmbbm.2017.07.011,ozan2017,0,1,0,,250.0,75.0,2.0,932.0,195.0,,,0.0,,422.0,10.0,9.96,near,Ti-beta,Ti-omega,,ST-WQ,Average grain size from Figure 1. Number of specimens tested not reported. Plastic deformation tends to 0 in tensile tests. ,Ti0.5448 Zr0.2298 Nb0.0451 Ta0.1803,1
34,35,Ti-39Ta-28Zr-2.5Nb,Ti0.5316Zr0.2604Nb0.0228Ta0.1852,14,10.1016/j.jmbbm.2017.07.011,ozan2017,0,1,0,,250.0,77.0,2.0,953.0,121.0,,,0.0,,433.0,8.0,9.39,near,Ti-beta,Ti-omega,,ST-WQ,Average grain size from Figure 1. Number of specimens tested not reported. Plastic deformation tends to 0 in tensile tests. ,Ti0.5316 Zr0.2604 Nb0.0228 Ta0.1852,1
35,36,Ti-5Mo-5Fe,Ti0.9361Fe0.0398Mo0.0242,15,10.1016/j.matdes.2016.02.110,abd-elrhman2016,0,0,0,,300.0,83.0,3.0,936.0,,,,,,452.0,,17.76,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,Solution treated at 900 deg C followed by WQ (ST900). Average grain size from Figure 5. Yield strength approx. from Fig. 6. Hardness taken from Fig. 7. No TEM image from ST900 condition. ,Ti0.9361 Fe0.0398 Mo0.0242,1
36,37,Ti-26Nb-12Zr-8Mo,Ti0.6951Zr0.0811Nb0.1724Mo0.0514,16,10.1179/1743284712Y.0000000128,golosova2013,0,0,0,,9.0,66.6,1.4,754.7,7.0,759.0,,8.5,1.2,,,15.28,meta,Ti-beta,,,ST-WQ,Hardness not reported. No TEM analysis. Oxygen content not reported. Average grain-size of 9 um. ,Ti0.6951 Zr0.0811 Nb0.1724 Mo0.0514,1
37,38,Ti-30Nb-4Sn-1Mo,Ti0.7872Nb0.1872Mo0.006Sn0.0195,17,10.1016/j.pnsc.2015.09.008,guo2015,0,1,1,,,46.0,,130.0,,380.0,,,,,,9.39,near,Ti-beta,Ti-alpha-dp,,ST-WQ,Cold rolled plate annealed at 800 deg C for 1 h then quenched into water (ST specimens). TEM image of such samples are in Fig. 3. UTS extrapolated from Figure 6. ,Ti0.7872 Nb0.1872 Mo0.006 Sn0.0195,1
38,39,Ti-29Nb-13Ta-4.6Zr,Ti0.7197Zr0.0325Nb0.2014Ta0.0464,18,10.1016/S0142-9612(03)00069-3,niinomi2003,0,1,0,,20.0,65.0,,600.0,,650.0,,25.0,,175.0,,10.98,meta,Ti-beta,,,ST-WQ,"ST at 790 deg C for 1 h, sample ""As-ST"".  ",Ti0.7197 Zr0.0325 Nb0.2014 Ta0.0464,1
39,40,Ti-18Nb-9Zr-6Sn-5Mo,Ti0.7638Zr0.0591Nb0.118Mo0.0296Sn0.0295,19,10.1016/j.msea.2017.01.047,jiang2017,0,1,0,,,72.0,,499.0,,519.0,,6.4,,,,9.97,near,Ti-beta,Ti-alpha-dp,,As-cast,"Copper-mold suction-cast, 10g samples. Alloy #2 from the study. Hardness not reported. Errors bars not reported. ",Ti0.7638 Zr0.0591 Nb0.118 Mo0.0296 Sn0.0295,1
40,41,Ti-14Nb-9Zr-6Sn-5Mo,Ti0.7936Zr0.059Nb0.0885Mo0.0296Sn0.0293,19,10.1016/j.msea.2017.01.047,jiang2017,0,1,0,,,56.0,,566.0,,701.0,,13.6,,,,8.88,near,Ti-beta,Ti-alpha-dp,,As-cast,"Copper-mold suction-cast, 10g samples. Alloy #3 from the study. Hardness not reported. Errors bars not reported. ",Ti0.7936 Zr0.059 Nb0.0885 Mo0.0296 Sn0.0293,1
41,42,Ti-15Nb-6Sn-5Zr-5Mo,Ti0.8122Zr0.0313Nb0.0935Mo0.0316Sn0.0313,19,10.1016/j.msea.2017.01.047,jiang2017,0,1,0,,,55.0,,533.0,,692.0,,14.2,,,,9.56,near,Ti-beta,Ti-alpha-dp,,As-cast,"Copper-mold suction-cast, 10g samples. Alloy #7 from the study. Hardness not reported. Errors bars not reported. ",Ti0.8122 Zr0.0313 Nb0.0935 Mo0.0316 Sn0.0313,1
42,43,Ti-32Nb-7Zr-3Sn-0.3O,Ti0.7305Zr0.0449Nb0.2109Sn0.0137,20,10.1016/j.msea.2017.02.045,lan2017,1,0,0,3000.0,175.0,66.9,,806.0,,829.0,,15.4,,282.0,,9.1,near,Ti-beta,,,ST-WQ,Grain size in the range of 150-200 um (Section 3.1). Hardness extracted from Fig. 7 (reduction = 0).,Ti0.7305 Zr0.0449 Nb0.2109 Sn0.0137,1
43,44,Ti-25Nb-2Mo-4Sn,Ti0.8167Nb0.1524Mo0.0118Sn0.0191,21,10.1007/s11661-012-1324-0,guo2012,0,0,1,,,53.1,,361.0,,511.0,,,,,,9.0,near,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 750 deg C for 1 h followed by quenching into water. Mechanical properties estimated from Fig. 2. YSIM at approx. 164 MPa.,Ti0.8167 Nb0.1524 Mo0.0118 Sn0.0191,1
44,45,Ti-12Mo-6Zr-2Fe,Ti0.8806Fe0.0189Zr0.0347Mo0.0659,22,10.1520/F1813-13.2,astmF1813,1,0,0,2000.0,,79.5,,897.0,,931.5,,12.0,,,,17.81,meta,Ti-beta,,,ST-AC ,"Solution annealed, cooling condition not specified (assumed AC). Errors in composition assumed from Table 1. Elastic modulus taken from 10.1016/j.pmatsci.2008.06.004",Ti0.8806 Fe0.0189 Zr0.0347 Mo0.0659,1
45,46,Ti-6Al-4V,Ti0.862Al0.102V0.036,23,10.1520/F0136-12A.2,astmF0136,1,0,0,1300.0,,110.0,,760.0,,825.0,,8.0,,,,-3.32,other,Ti-beta,Ti-alpha,,ST-AC,"Solution annealed, cooling condition not specified (assumed AC). Mechanical properties from large samples (distance between parallel sides > 44 mm). Elastic modulus taken from 10.1016/j.pmatsci.2008.06.004",Ti0.862 Al0.102 V0.036,1
46,47,Ti-6Al-7Nb,Ti0.8593Al0.1051Nb0.0356,24,10.1520/F0562-13.2,astmF0562,1,0,0,2000.0,,110.0,,800.0,,900.0,,10.0,,,,-4.04,other,Ti-beta,Ti-alpha,,ST-AC ,"Solution annealed, cooling condition not specified (assumed AC). Elastic modulus taken from 10.1016/j.pmatsci.2008.06.004",Ti0.8593 Al0.1051 Nb0.0356,1
47,48,Ti-10Ta,Ti0.9714Ta0.0286,25,10.1016/j.msea.2003.12.011,zhou2004,1,0,0,750.0,70.0,100.0,,396.0,,504.0,,21.0,,,,2.2,rich,Ti-alpha-p,,,ST-WQ,Elastic modulus from Fig. 3. Other mechanical properties from Fig. 5. Hardness not reported. Grain size inferred from text in Section 4. ,Ti0.9714 Ta0.0286,0
48,49,Ti-30Ta,Ti0.8982Ta0.1018,25,10.1016/j.msea.2003.12.011,zhou2004,1,0,0,880.0,70.0,69.0,,441.0,,587.0,,21.0,,,,6.6,near,Ti-alpha-dp,,,ST-WQ,Elastic modulus from Fig. 3. Other mechanical properties from Fig. 5. Hardness not reported. Grain size inferred from text in Section 4. ,Ti0.8982 Ta0.1018,0
49,50,Ti-50Ta,Ti0.7908Ta0.2092,25,10.1016/j.msea.2003.12.011,zhou2004,1,0,0,710.0,70.0,88.0,,379.0,,530.0,,25.0,,,,11.0,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,Elastic modulus from Fig. 3. Other mechanical properties from Fig. 5. Hardness not reported. Grain size inferred from text in Section 4. ,Ti0.7908 Ta0.2092,0
50,51,Ti-70Ta,Ti0.6183Ta0.3817,25,10.1016/j.msea.2003.12.011,zhou2004,1,0,0,340.0,70.0,67.0,,373.0,,600.0,,16.0,,,,15.4,meta,Ti-beta,,,ST-WQ,Elastic modulus from Fig. 3. Other mechanical properties from Fig. 5. Hardness not reported. Grain size inferred from text in Section 4. ,Ti0.6183 Ta0.3817,1
51,52,Ti-35Nb-4Sn,Ti0.7564Nb0.2236Sn0.02,26,10.2320/matertrans.46.1070,matsumoto2005,0,0,1,,120.0,55.0,,376.0,,480.0,,29.0,,,,9.8,near,Ti-beta,Ti-alpha-dp,,ST-WQ,Average grain size reported in section 3.2. Mechanical properties from Fig. 12a.,Ti0.7564 Nb0.2236 Sn0.02,1
52,53,Ti-35Nb-8Sn,Ti0.7291Nb0.2302Sn0.0407,26,10.2320/matertrans.46.1070,matsumoto2005,0,0,1,,120.0,61.0,,444.0,,480.0,,19.0,,,,9.8,near,Ti-beta,,,ST-WQ,Average grain size estimated based on section 3.2. Mechanical properties from Fig. 12a.,Ti0.7291 Nb0.2302 Sn0.0407,1
53,54,Ti-29Nb-13Ta-4.6Zr,Ti0.7197Zr0.0325Nb0.2014Ta0.0464,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,23.0,55.0,,257.0,,535.0,,41.0,,,,10.98,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8.,Ti0.7197 Zr0.0325 Nb0.2014 Ta0.0464,1
54,55,Ti-16Nb-13Ta-4Mo,Ti0.8305Nb0.1022Mo0.0247Ta0.0426,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,30.0,50.0,,557.0,,641.0,,50.0,,,,11.33,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8. Elongation reported as 65% (replaced with 50%),Ti0.8305 Nb0.1022 Mo0.0247 Ta0.0426,1
55,56,Ti-29Nb-13Ta,Ti0.7594Nb0.1956Ta0.045,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,27.0,66.0,,213.0,,572.0,,31.0,,,,10.98,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8. Grain size estimated based on other compositions. ,Ti0.7594 Nb0.1956 Ta0.045,1
56,57,Ti-29Nb-13Ta-4Mo,Ti0.726Nb0.2009Mo0.0268Ta0.0462,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,26.0,53.0,,599.0,,608.0,,17.0,,,,14.98,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8.,Ti0.726 Nb0.2009 Mo0.0268 Ta0.0462,1
57,58,Ti-29Nb-13Ta-2Sn,Ti0.7448Nb0.1987Ta0.0457Sn0.0107,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,28.0,48.0,,432.0,,497.0,,25.0,,,,10.98,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8.,Ti0.7448 Nb0.1987 Ta0.0457 Sn0.0107,1
58,59,Ti-29Nb-13Ta-4.6Sn,Ti0.7252Nb0.2029Ta0.0467Sn0.0252,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,27.0,55.0,,367.0,,528.0,,21.0,,,,10.98,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8. Grain size estimated based on other compositions. ,Ti0.7252 Nb0.2029 Ta0.0467 Sn0.0252,1
59,60,Ti-29Nb-13Ta-6Sn,Ti0.7143Nb0.2052Ta0.0472Sn0.0332,27,10.1016/S0921-5093(97)00808-3,kuroda1998,0,0,0,,27.0,69.0,,501.0,,523.0,,18.0,,,,10.98,meta,Ti-beta,,,ST-WQ,Mechanical properties extracted from Figures 7 and 8. Grain size estimated based on other compositions. ,Ti0.7143 Nb0.2052 Ta0.0472 Sn0.0332,1
60,61,Ti-11Nb-6Fe,Ti0.8848Fe0.0548Nb0.0604,28,10.1016/j.matdes.2016.02.094,haghighi2016,0,0,0,,,89.0,,1137.0,,,,-36.0,,357.0,,20.47,meta,Ti-beta,Ti-alpha-dp,,As-cast,Elastic modulus from Table 2. Plastic strain from compression tests (36%). ,Ti0.8848 Fe0.0548 Nb0.0604,1
61,62,Ti-11Nb-9Fe,Ti0.8567Fe0.0826Nb0.0607,28,10.1016/j.matdes.2016.02.094,haghighi2016,0,0,0,,,82.0,,1078.0,,,,-38.0,,334.0,,29.18,meta,Ti-beta,,,As-cast,Elastic modulus from Table 2. Plastic strain from compression tests (36%). ,Ti0.8567 Fe0.0826 Nb0.0607,1
